gen,tick,subject_health,opponent_health
4,178,32.0,46.0
4,179,31.0,46.0
4,180,30.0,46.0
4,181,29.0,46.0
4,182,28.0,46.0
4,183,27.0,46.0
4,184,26.0,46.0
4,185,25.0,46.0
4,186,24.0,46.0
4,187,23.0,46.0
4,188,22.0,46.0
4,189,21.0,46.0
4,190,20.0,46.0
4,191,19.0,46.0
4,192,18.0,46.0
4,193,17.0,46.0
4,194,16.0,46.0
4,195,15.0,46.0
4,196,14.0,46.0
4,197,13.0,46.0
4,198,12.0,46.0
4,199,11.0,46.0
4,200,10.0,46.0
5,1,100.0,100.0
5,2,100.0,100.0
5,3,100.0,100.0
5,4,100.0,100.0
5,5,100.0,100.0
5,6,100.0,100.0
5,7,100.0,100.0
5,8,100.0,100.0
5,9,100.0,100.0
5,10,100.0,100.0
5,11,100.0,100.0
5,12,100.0,100.0
5,13,100.0,100.0
5,14,100.0,100.0
5,15,100.0,100.0
5,16,100.0,100.0
5,17,100.0,100.0
5,18,100.0,100.0
5,19,100.0,100.0
5,20,100.0,100.0
5,21,100.0,100.0
5,22,100.0,100.0
5,23,100.0,100.0
5,24,100.0,100.0
5,25,100.0,100.0
5,26,100.0,100.0
5,27,100.0,100.0
5,28,100.0,100.0
5,29,100.0,100.0
5,30,100.0,100.0
5,31,100.0,100.0
5,32,100.0,100.0
5,33,100.0,100.0
5,34,100.0,100.0
5,35,100.0,100.0
5,36,100.0,100.0
5,37,100.0,100.0
5,38,100.0,100.0
5,39,100.0,100.0
5,40,100.0,100.0
5,41,100.0,100.0
5,42,100.0,100.0
5,43,100.0,100.0
5,44,100.0,100.0
5,45,100.0,100.0
5,46,100.0,100.0
5,47,100.0,100.0
5,48,100.0,100.0
5,49,100.0,100.0
5,50,100.0,100.0
5,51,99.0,99.0
5,52,98.0,98.0
5,53,97.0,97.0
5,54,96.0,96.0
5,55,95.0,95.0
5,56,94.0,94.0
5,57,93.0,93.0
5,58,92.0,92.0
5,59,91.0,91.0
5,60,90.0,90.0
5,61,89.0,89.0
5,62,88.0,88.0
5,63,87.0,87.0
5,64,86.0,86.0
5,65,85.0,85.0
5,66,84.0,84.0
5,67,83.0,83.0
5,68,82.0,82.0
5,69,81.0,81.0
5,70,80.0,80.0
5,71,79.0,79.0
5,72,78.0,78.0
5,73,77.0,77.0
5,74,76.0,76.0
5,75,75.0,75.0
5,76,74.0,74.0
5,77,73.0,73.0
5,78,72.0,72.0
5,79,71.0,71.0
5,80,70.0,70.0
5,81,69.0,69.0
5,82,68.0,68.0
5,83,67.0,67.0
5,84,66.0,66.0
5,85,65.0,65.0
5,86,64.0,64.0
5,87,63.0,63.0
5,88,62.0,62.0
5,89,61.0,61.0
5,90,60.0,60.0
5,91,59.0,59.0
5,92,58.0,58.0
5,93,57.0,57.0
5,94,56.0,56.0
5,95,55.0,55.0
5,96,54.0,54.0
5,97,53.0,53.0
5,98,52.0,52.0
5,99,51.0,51.0
5,100,50.0,50.0
5,101,49.0,49.0
5,102,48.0,48.0
5,103,47.0,47.0
5,104,46.0,46.0
5,105,45.0,46.0
5,106,44.0,46.0
5,107,43.0,46.0
5,108,42.0,46.0
5,109,41.0,46.0
5,110,40.0,46.0
5,111,39.0,46.0
5,112,38.0,46.0
5,113,37.0,46.0
5,114,36.0,46.0
5,115,35.0,46.0
5,116,34.0,46.0
5,117,33.0,46.0
5,118,32.0,46.0
5,119,31.0,46.0
5,120,30.0,46.0
5,121,29.0,46.0
5,122,28.0,46.0
5,123,27.0,46.0
5,124,26.0,46.0
5,125,25.0,46.0
5,126,24.0,46.0
5,127,23.0,46.0
5,128,22.0,46.0
5,129,21.0,46.0
5,130,20.0,46.0
5,131,20.0,46.0
5,132,20.0,46.0
5,133,20.0,46.0
5,134,20.0,46.0
5,135,20.0,46.0
5,136,20.0,46.0
5,137,20.0,46.0
5,138,20.0,46.0
5,139,20.0,46.0
5,140,20.0,46.0
5,141,20.0,46.0
5,142,20.0,46.0
5,143,20.0,46.0
5,144,20.0,46.0
5,145,20.0,46.0
5,146,20.0,46.0
5,147,20.0,46.0
5,148,20.0,46.0
5,149,20.0,46.0
5,150,20.0,46.0
5,151,20.0,46.0
5,152,20.0,46.0
5,153,20.0,46.0
5,154,20.0,46.0
5,155,20.0,46.0
5,156,20.0,46.0
5,157,20.0,46.0
5,158,20.0,46.0
5,159,20.0,46.0
5,160,20.0,46.0
5,161,20.0,46.0
5,162,20.0,46.0
5,163,20.0,46.0
5,164,20.0,46.0
5,165,20.0,46.0
5,166,20.0,46.0
5,167,20.0,46.0
5,168,20.0,46.0
5,169,20.0,46.0
5,170,20.0,46.0
5,171,20.0,46.0
5,172,20.0,46.0
5,173,20.0,46.0
5,174,20.0,46.0
5,175,20.0,46.0
5,176,20.0,46.0
5,177,20.0,46.0
5,178,20.0,46.0
5,179,20.0,46.0
5,180,20.0,46.0
5,181,20.0,46.0
5,182,20.0,46.0
5,183,20.0,46.0
5,184,20.0,46.0
5,185,20.0,46.0
5,186,20.0,46.0
5,187,20.0,46.0
5,188,20.0,46.0
5,189,20.0,46.0
5,190,20.0,46.0
5,191,20.0,46.0
5,192,20.0,46.0
5,193,20.0,46.0
5,194,20.0,46.0
5,195,20.0,46.0
5,196,20.0,46.0
5,197,20.0,46.0
5,198,20.0,46.0
5,199,20.0,46.0
5,200,20.0,46.0
6,1,100.0,100.0
6,2,100.0,100.0
6,3,100.0,100.0
6,4,100.0,100.0
6,5,100.0,100.0
6,6,100.0,100.0
6,7,100.0,100.0
6,8,100.0,100.0
6,9,100.0,100.0
6,10,100.0,100.0
6,11,100.0,100.0
6,12,100.0,100.0
6,13,100.0,100.0
6,14,100.0,100.0
6,15,100.0,100.0
6,16,100.0,100.0
6,17,100.0,100.0
6,18,100.0,100.0
6,19,100.0,100.0
6,20,100.0,100.0
6,21,100.0,100.0
6,22,100.0,100.0
6,23,100.0,100.0
6,24,100.0,100.0
6,25,100.0,100.0
6,26,100.0,100.0
6,27,100.0,100.0
6,28,100.0,100.0
6,29,100.0,100.0
6,30,100.0,100.0
6,31,100.0,100.0
6,32,100.0,100.0
6,33,100.0,100.0
6,34,100.0,100.0
6,35,100.0,100.0
6,36,100.0,100.0
6,37,100.0,100.0
6,38,100.0,100.0
6,39,100.0,100.0
6,40,100.0,100.0
6,41,100.0,100.0
6,42,100.0,100.0
6,43,100.0,100.0
6,44,100.0,100.0
6,45,100.0,100.0
6,46,100.0,100.0
6,47,100.0,100.0
6,48,100.0,100.0
6,49,100.0,100.0
6,50,100.0,100.0
6,51,99.0,99.0
6,52,98.0,98.0
6,53,97.0,97.0
6,54,96.0,96.0
6,55,95.0,95.0
6,56,94.0,94.0
6,57,93.0,93.0
6,58,92.0,92.0
6,59,91.0,91.0
6,60,90.0,90.0
6,61,89.0,89.0
6,62,88.0,88.0
6,63,87.0,87.0
6,64,86.0,86.0
6,65,85.0,85.0
6,66,84.0,84.0
6,67,83.0,83.0
6,68,82.0,82.0
6,69,81.0,81.0
6,70,80.0,80.0
6,71,79.0,79.0
6,72,78.0,78.0
6,73,77.0,77.0
6,74,76.0,76.0
6,75,75.0,75.0
6,76,74.0,74.0
6,77,73.0,73.0
6,78,72.0,72.0
6,79,71.0,71.0
6,80,70.0,70.0
6,81,69.0,69.0
6,82,68.0,68.0
6,83,67.0,67.0
6,84,66.0,66.0
6,85,65.0,65.0
6,86,64.0,64.0
6,87,63.0,63.0
6,88,62.0,62.0
6,89,61.0,61.0
6,90,60.0,60.0
6,91,59.0,59.0
6,92,58.0,58.0
6,93,57.0,57.0
6,94,56.0,56.0
6,95,55.0,55.0
6,96,54.0,54.0
6,97,53.0,53.0
6,98,52.0,52.0
6,99,51.0,51.0
6,100,50.0,50.0
6,101,49.0,49.0
6,102,48.0,48.0
6,103,47.0,47.0
6,104,46.0,46.0
6,105,46.0,45.0
6,106,46.0,44.0
6,107,46.0,43.0
6,108,46.0,42.0
6,109,46.0,41.0
6,110,46.0,40.0
6,111,46.0,39.0
6,112,46.0,38.0
6,113,46.0,37.0
6,114,46.0,36.0
6,115,46.0,35.0
6,116,46.0,34.0
6,117,46.0,33.0
6,118,46.0,32.0
6,119,46.0,31.0
6,120,46.0,30.0
6,121,46.0,29.0
6,122,46.0,28.0
6,123,46.0,27.0
6,124,46.0,26.0
6,125,46.0,25.0
6,126,46.0,24.0
6,127,46.0,23.0
6,128,46.0,22.0
6,129,46.0,21.0
6,130,46.0,20.0
6,131,46.0,20.0
6,132,46.0,20.0
6,133,46.0,20.0
6,134,46.0,20.0
6,135,46.0,19.0
6,136,46.0,18.0
6,137,46.0,17.0
6,138,46.0,16.0
6,139,46.0,15.0
6,140,46.0,14.0
6,141,46.0,13.0
6,142,46.0,12.0
6,143,46.0,11.0
6,144,46.0,10.0
6,145,46.0,9.0
6,146,46.0,8.0
6,147,46.0,7.0
6,148,46.0,6.0
6,149,46.0,5.0
6,150,46.0,4.0
6,151,46.0,3.0
6,152,46.0,2.0
6,153,46.0,1.0
6,154,46.0,0.0
7,1,100.0,100.0
7,2,100.0,100.0
7,3,100.0,100.0
7,4,100.0,100.0
7,5,100.0,100.0
7,6,100.0,100.0
7,7,100.0,100.0
7,8,100.0,100.0
7,9,100.0,100.0
7,10,100.0,100.0
7,11,100.0,100.0
7,12,100.0,100.0
7,13,100.0,100.0
7,14,100.0,100.0
7,15,100.0,100.0
7,16,100.0,100.0
7,17,100.0,100.0
7,18,100.0,100.0
7,19,100.0,100.0
7,20,100.0,100.0
7,21,100.0,100.0
7,22,100.0,100.0
7,23,100.0,100.0
7,24,100.0,100.0
7,25,100.0,100.0
7,26,100.0,100.0
7,27,100.0,100.0
7,28,100.0,100.0
7,29,100.0,100.0
7,30,100.0,100.0
7,31,100.0,100.0
7,32,100.0,100.0
7,33,100.0,100.0
7,34,100.0,100.0
7,35,100.0,100.0
7,36,100.0,100.0
7,37,100.0,100.0
7,38,100.0,100.0
7,39,100.0,100.0
7,40,100.0,100.0
7,41,100.0,100.0
7,42,100.0,100.0
7,43,100.0,100.0
7,44,100.0,100.0
7,45,100.0,100.0
7,46,100.0,100.0
7,47,100.0,100.0
7,48,100.0,100.0
7,49,100.0,100.0
7,50,100.0,100.0
7,51,99.0,99.0
7,52,98.0,98.0
7,53,97.0,97.0
7,54,96.0,96.0
7,55,95.0,95.0
7,56,94.0,94.0
7,57,93.0,93.0
7,58,92.0,92.0
7,59,91.0,91.0
7,60,90.0,90.0
7,61,89.0,89.0
7,62,88.0,88.0
7,63,87.0,87.0
7,64,86.0,86.0
7,65,85.0,85.0
7,66,84.0,84.0
7,67,83.0,83.0
7,68,82.0,82.0
7,69,81.0,81.0
7,70,80.0,80.0
7,71,79.0,79.0
7,72,78.0,78.0
7,73,77.0,77.0
7,74,76.0,76.0
7,75,75.0,75.0
7,76,74.0,74.0
7,77,73.0,73.0
7,78,72.0,72.0
7,79,71.0,71.0
7,80,70.0,70.0
7,81,69.0,69.0
7,82,68.0,68.0
7,83,67.0,67.0
7,84,66.0,66.0
7,85,65.0,65.0
7,86,64.0,64.0
7,87,63.0,63.0
7,88,62.0,62.0
7,89,61.0,61.0
7,90,60.0,60.0
7,91,59.0,59.0
7,92,58.0,58.0
7,93,57.0,57.0
7,94,56.0,56.0
7,95,55.0,55.0
7,96,54.0,54.0
7,97,53.0,53.0
7,98,52.0,52.0
7,99,51.0,51.0
7,100,50.0,50.0
7,101,49.0,49.0
7,102,48.0,48.0
7,103,47.0,47.0
7,104,46.0,46.0
7,105,45.0,46.0
7,106,44.0,46.0
7,107,43.0,46.0
7,108,42.0,46.0
7,109,41.0,46.0
7,110,40.0,46.0
7,111,39.0,46.0
7,112,38.0,46.0
7,113,37.0,46.0
7,114,36.0,46.0
7,115,35.0,46.0
7,116,34.0,46.0
7,117,33.0,46.0
7,118,32.0,46.0
7,119,31.0,46.0
7,120,30.0,46.0
7,121,29.0,46.0
7,122,28.0,46.0
7,123,27.0,46.0
7,124,26.0,46.0
7,125,25.0,46.0
7,126,24.0,46.0
7,127,23.0,46.0
7,128,22.0,46.0
7,129,21.0,46.0
7,130,20.0,46.0
7,131,20.0,46.0
7,132,20.0,46.0
7,133,20.0,46.0
7,134,20.0,46.0
7,135,19.0,46.0
7,136,18.0,46.0
7,137,17.0,46.0
7,138,16.0,46.0
7,139,15.0,46.0
7,140,14.0,46.0
7,141,13.0,46.0
7,142,12.0,46.0
7,143,11.0,46.0
7,144,10.0,46.0
7,145,9.0,46.0
7,146,8.0,46.0
7,147,7.0,46.0
7,148,6.0,46.0
7,149,5.0,46.0
7,150,4.0,46.0
7,151,3.0,46.0
7,152,2.0,46.0
7,153,1.0,46.0
7,154,0.0,46.0
8,1,100.0,100.0
8,2,100.0,100.0
8,3,100.0,100.0
8,4,100.0,100.0
8,5,100.0,100.0
8,6,100.0,100.0
8,7,100.0,100.0
8,8,100.0,100.0
8,9,100.0,100.0
8,10,100.0,100.0
8,11,100.0,100.0
8,12,100.0,100.0
8,13,100.0,100.0
8,14,100.0,100.0
8,15,100.0,100.0
8,16,100.0,100.0
8,17,100.0,100.0
8,18,100.0,100.0
8,19,100.0,100.0
8,20,100.0,100.0
8,21,100.0,100.0
8,22,100.0,100.0
8,23,100.0,100.0
8,24,100.0,100.0
8,25,100.0,100.0
8,26,100.0,100.0
8,27,100.0,100.0
8,28,100.0,100.0
8,29,100.0,100.0
8,30,100.0,100.0
8,31,100.0,100.0
8,32,100.0,100.0
8,33,100.0,100.0
8,34,100.0,100.0
8,35,100.0,100.0
8,36,100.0,100.0
8,37,100.0,100.0
8,38,100.0,100.0
8,39,100.0,100.0
8,40,100.0,100.0
8,41,100.0,100.0
8,42,100.0,100.0
8,43,100.0,100.0
8,44,100.0,100.0
8,45,100.0,100.0
8,46,100.0,100.0
8,47,100.0,100.0
8,48,100.0,100.0
8,49,100.0,100.0
8,50,100.0,100.0
8,51,99.0,99.0
8,52,98.0,98.0
8,53,97.0,97.0
8,54,96.0,96.0
8,55,95.0,95.0
8,56,94.0,94.0
8,57,93.0,93.0
8,58,92.0,92.0
8,59,91.0,91.0
8,60,90.0,90.0
8,61,89.0,89.0
8,62,88.0,88.0
8,63,87.0,87.0
8,64,86.0,86.0
8,65,85.0,85.0
8,66,84.0,84.0
8,67,83.0,83.0
8,68,82.0,82.0
8,69,81.0,81.0
8,70,80.0,80.0
8,71,79.0,79.0
8,72,78.0,78.0
8,73,77.0,77.0
8,74,76.0,76.0
8,75,75.0,75.0
8,76,74.0,74.0
8,77,73.0,73.0
8,78,72.0,72.0
8,79,71.0,71.0
8,80,70.0,70.0
8,81,69.0,69.0
8,82,68.0,68.0
8,83,67.0,67.0
8,84,66.0,66.0
8,85,65.0,65.0
8,86,64.0,64.0
8,87,63.0,63.0
8,88,62.0,62.0
8,89,61.0,61.0
8,90,60.0,60.0
8,91,59.0,59.0
8,92,58.0,58.0
8,93,57.0,57.0
8,94,56.0,56.0
8,95,55.0,55.0
8,96,54.0,54.0
8,97,53.0,53.0
8,98,52.0,52.0
8,99,51.0,51.0
8,100,50.0,50.0
8,101,49.0,49.0
8,102,48.0,48.0
8,103,47.0,47.0
8,104,46.0,46.0
8,105,45.0,45.0
8,106,44.0,44.0
8,107,43.0,43.0
8,108,42.0,42.0
8,109,41.0,41.0
8,110,40.0,40.0
8,111,39.0,39.0
8,112,38.0,38.0
8,113,37.0,37.0
8,114,36.0,36.0
8,115,35.0,35.0
8,116,34.0,34.0
8,117,33.0,33.0
8,118,32.0,32.0
8,119,32.0,32.0
8,120,32.0,32.0
8,121,32.0,32.0
8,122,32.0,32.0
8,123,32.0,32.0
8,124,32.0,32.0
8,125,32.0,32.0
8,126,32.0,32.0
8,127,32.0,32.0
8,128,32.0,32.0
8,129,32.0,32.0
8,130,32.0,32.0
8,131,32.0,32.0
8,132,32.0,32.0
8,133,32.0,32.0
8,134,32.0,32.0
8,135,32.0,32.0
8,136,32.0,32.0
8,137,32.0,32.0
8,138,32.0,32.0
8,139,32.0,32.0
8,140,32.0,32.0
8,141,32.0,32.0
8,142,32.0,32.0
8,143,32.0,32.0
8,144,32.0,32.0
8,145,32.0,32.0
8,146,32.0,32.0
8,147,32.0,32.0
8,148,32.0,32.0
8,149,32.0,32.0
8,150,32.0,32.0
8,151,32.0,32.0
8,152,32.0,32.0
8,153,32.0,32.0
8,154,32.0,32.0
8,155,32.0,32.0
8,156,32.0,32.0
8,157,32.0,32.0
8,158,32.0,32.0
8,159,32.0,32.0
8,160,32.0,32.0
8,161,32.0,32.0
8,162,32.0,32.0
8,163,32.0,32.0
8,164,32.0,32.0
8,165,32.0,32.0
8,166,32.0,32.0
8,167,32.0,32.0
8,168,32.0,32.0
8,169,32.0,32.0
8,170,32.0,32.0
8,171,32.0,32.0
8,172,32.0,32.0
8,173,32.0,32.0
8,174,32.0,32.0
8,175,32.0,32.0
8,176,32.0,32.0
8,177,32.0,32.0
8,178,32.0,32.0
8,179,32.0,32.0
8,180,32.0,32.0
8,181,32.0,32.0
8,182,32.0,32.0
8,183,32.0,32.0
8,184,32.0,32.0
8,185,32.0,32.0
8,186,32.0,32.0
8,187,32.0,32.0
8,188,32.0,32.0
8,189,32.0,32.0
8,190,32.0,32.0
8,191,32.0,32.0
8,192,32.0,32.0
8,193,32.0,32.0
8,194,32.0,32.0
8,195,32.0,32.0
8,196,32.0,32.0
8,197,32.0,32.0
8,198,32.0,32.0
8,199,32.0,32.0
8,200,32.0,32.0
9,1,100.0,100.0
9,2,100.0,100.0
9,3,100.0,100.0
9,4,100.0,100.0
9,5,100.0,100.0
9,6,100.0,100.0
9,7,100.0,100.0
9,8,100.0,100.0
9,9,100.0,100.0
9,10,100.0,100.0
9,11,100.0,100.0
9,12,100.0,100.0
9,13,100.0,100.0
9,14,100.0,100.0
9,15,100.0,100.0
9,16,100.0,100.0
9,17,100.0,100.0
9,18,100.0,100.0
9,19,100.0,100.0
9,20,100.0,100.0
9,21,100.0,100.0
9,22,100.0,100.0
9,23,100.0,100.0
9,24,100.0,100.0
9,25,100.0,100.0
9,26,100.0,100.0
9,27,100.0,100.0
9,28,100.0,100.0
9,29,100.0,100.0
9,30,100.0,100.0
9,31,100.0,100.0
9,32,100.0,100.0
9,33,100.0,100.0
9,34,100.0,100.0
9,35,100.0,100.0
9,36,100.0,100.0
9,37,100.0,100.0
9,38,100.0,100.0
9,39,100.0,100.0
9,40,100.0,100.0
9,41,100.0,100.0
9,42,100.0,100.0
9,43,100.0,100.0
9,44,100.0,100.0
9,45,100.0,100.0
9,46,100.0,100.0
9,47,100.0,100.0
9,48,100.0,100.0
9,49,100.0,100.0
9,50,100.0,100.0
9,51,99.0,99.0
9,52,98.0,98.0
9,53,97.0,97.0
9,54,96.0,96.0
9,55,95.0,95.0
9,56,94.0,94.0
9,57,93.0,93.0
9,58,92.0,92.0
9,59,91.0,91.0
9,60,90.0,90.0
9,61,89.0,89.0
9,62,88.0,88.0
9,63,87.0,87.0
9,64,86.0,86.0
9,65,85.0,85.0
9,66,84.0,84.0
9,67,83.0,83.0
9,68,82.0,82.0
9,69,81.0,81.0
9,70,80.0,80.0
9,71,79.0,79.0
9,72,78.0,78.0
9,73,77.0,77.0
9,74,76.0,76.0
9,75,75.0,75.0
9,76,74.0,74.0
9,77,73.0,73.0
9,78,72.0,72.0
9,79,71.0,71.0
9,80,70.0,70.0
9,81,69.0,69.0
9,82,68.0,68.0
9,83,67.0,67.0
9,84,66.0,66.0
9,85,65.0,65.0
9,86,64.0,64.0
9,87,63.0,63.0
9,88,62.0,62.0
9,89,61.0,61.0
9,90,60.0,60.0
9,91,59.0,59.0
9,92,58.0,58.0
9,93,57.0,57.0
9,94,56.0,56.0
9,95,55.0,55.0
9,96,54.0,54.0
9,97,53.0,53.0
9,98,52.0,52.0
9,99,51.0,51.0
9,100,50.0,50.0
9,101,49.0,49.0
9,102,48.0,48.0
9,103,47.0,47.0
9,104,46.0,46.0
9,105,45.0,45.0
9,106,44.0,44.0
9,107,43.0,43.0
9,108,42.0,42.0
9,109,41.0,41.0
9,110,40.0,40.0
9,111,39.0,39.0
9,112,38.0,38.0
9,113,37.0,37.0
9,114,36.0,36.0
9,115,35.0,35.0
9,116,34.0,34.0
9,117,33.0,33.0
9,118,32.0,32.0
9,119,32.0,32.0
9,120,32.0,32.0
9,121,32.0,32.0
9,122,32.0,32.0
9,123,32.0,32.0
9,124,32.0,32.0
9,125,32.0,32.0
9,126,32.0,32.0
9,127,32.0,32.0
9,128,32.0,32.0
9,129,32.0,32.0
9,130,32.0,32.0
9,131,32.0,32.0
9,132,32.0,32.0
9,133,32.0,32.0
9,134,32.0,32.0
9,135,32.0,32.0
9,136,32.0,32.0
9,137,32.0,32.0
9,138,32.0,32.0
9,139,32.0,32.0
9,140,32.0,32.0
9,141,32.0,32.0
9,142,32.0,32.0
9,143,32.0,32.0
9,144,32.0,32.0
9,145,32.0,32.0
9,146,32.0,32.0
9,147,32.0,32.0
9,148,32.0,32.0
9,149,32.0,32.0
9,150,32.0,32.0
9,151,32.0,32.0
9,152,32.0,32.0
9,153,32.0,32.0
9,154,32.0,32.0
9,155,32.0,32.0
9,156,32.0,32.0
9,157,32.0,32.0
9,158,32.0,32.0
9,159,32.0,32.0
9,160,32.0,32.0
9,161,32.0,32.0
9,162,32.0,32.0
9,163,32.0,32.0
9,164,32.0,32.0
9,165,32.0,32.0
9,166,32.0,32.0
9,167,32.0,32.0
9,168,32.0,32.0
9,169,32.0,32.0
9,170,32.0,32.0
9,171,32.0,32.0
9,172,32.0,32.0
9,173,32.0,32.0
9,174,32.0,32.0
9,175,32.0,32.0
9,176,32.0,32.0
9,177,32.0,32.0
9,178,32.0,32.0
9,179,32.0,32.0
9,180,32.0,32.0
9,181,32.0,32.0
9,182,32.0,32.0
9,183,32.0,32.0
9,184,32.0,32.0
9,185,32.0,32.0
9,186,32.0,32.0
9,187,32.0,32.0
9,188,32.0,32.0
9,189,32.0,32.0
9,190,32.0,32.0
9,191,32.0,32.0
9,192,32.0,32.0
9,193,32.0,32.0
9,194,32.0,32.0
9,195,32.0,32.0
9,196,32.0,32.0
9,197,32.0,32.0
9,198,32.0,32.0
9,199,32.0,32.0
9,200,32.0,32.0
